Durationinseconds,LocationLatitude,LocationLongitude,ResponseID,id,hav_gender,male,female,gender_nonbinary,hav_age,age,age_18_24,age_25_34,age_35_44,age_45_54,age_55_64,age_65_74,age_75_84,age_75_plus,age_85_plus,age_34_less,age_35_54,age_55_plus,hav_hh_income,hh_income,hh_income_less_25k,hh_income_25k_35k,hh_income_35k_50k,hh_income_50k_75k,hh_income_75k_100k,hh_income_100k_150k,hh_income_150k_200k,hh_income_200k_plus,hh_income_less_50k,hh_income_50k_100k,hh_income_100k_plus,consent,honest,USA,state,hav_region,region_west,region_northeast,region_midwest,region_south,res_Hawaii,strat,fpc,pw,ZIP,province_Canada,ZIP_Canada,state_Australia,state_NewZealand,pastvisit_state_hawaii,visited_Maui,visited_Oahu,visited_BigIsland,visited_Kauai,visited_Molokai,visited_Lanai,futurevisit_state_hawaii,yes_futurevisit_state_hawaii,maybe_futurevisit_state_hawaii,futurevisit_Maui,futurevisit_Oahu,futurevisit_BigIsland,futurevisit_Kauai,futurevisit_Molokai,futurevisit_Lanai,futurevisit_not_sure,WhyTravelNo,WhyTravelMaybe,worried_covid_travel,other_travel_plans,do_not_make_plans_far_advance,worried_waiting_conditions,worried_waiting_vaccine,res_island,hav_FamiliarTNC,FamiliarTNC_Mission,levels_familarityTNC,NeverHeardTNC,HeardTNC_NotMission,SomewhatFamiliarTNC,FamiliarTNC_VisitedLands,levels_prev_donateTNC,prev_donateTNC,donateTNC_once,donateTNC_few,donateTNC_regularly,donateTNC_monthly,donateTNC_annually,prevTNC_amt_donate,prev_visitWaikamoi_Yes,prev_visitWaikamoi_No,prev_visitWaikamoi_NotSure,year_visit_Waikamoi,PrevKnowledge_Biodiversity,PrevKnowledge_Plants,PrevKnowledge_Kiwikiu,PrevKnowledge_Akoh,PrevKnowledge_HPetrel,PrevKnowledge_HOwl,PrevKnowledge_Nene,PrevKnowledge_Iiwi,PrevKnowledge_Apapane,PrevKnowledge_Amakihi,PrevKnowledge_Alauahio,PrevKnowledge_ROD,PrevKnowledge_Issues,PrevKnowledge_Invasives,PrevKnowledge_BiodiversityLoss,PrevKnowledge_AvianPox,PrevKnowledge_Waikamoi,CV_donate_yes,CV_donate_bid,CV_donate_certain,CV_NOTdonate_certain,CV_donate_amt,CV_protest,CV_not_afford,CV_othercauses,AwareHike,SignUpHike,SignUpHikeYes,SignUpHikeMaybe,No_SignUpHike_Birds,No_SignUpHike_WaterSports,No_SignUpHike_NoHike,cat_birds_observe,sea_shore_birds,waterfowl_birds,song_birds,humming_birds,raptor_birds,game_birds,tropical_birds,lister,life_lister,year_lister,hav_trip_100mi,trip_100mi_plus_more_monthly,trip_100mi_plus_monthly,trip_100mi_plus_quarterly,trip_100mi_plus_semi_yearly,trip_100mi_plus_once_year,trip_100mi_plus_once_twoyears,yes_freq_trip_100mi_plus,hav_dest,dest_driving,dest_fly,obsr_other,obsr_plants,obsr_bees,obsr_butterflies,obsr_dragonflies,obsr_otherwildlife,obsr_few_otherbirders,obsr_more_otherbirders,obsr_vistas,obsr_forests,obsr_freshwater,obsr_saltwater,obsr_fields,believeTNC,believeTNC_fully,TNC_level_protect_enough,society_level_protect_enough,hav_member,member_env_org,TNC_member,SierraClub_member,Audubon_member,ABA_member,Cornell_member,NWF_member,WWF_member,hav_politics,conservative_politics,hav_race,race_white,race_black,race_asian,race_indigenous,hav_hispanic,hispanic,hav_edu,edu_hs,edu_hs_orless,edu_aa,edu_college,edu_grad,edu_college_plus,edu_less_thancollege,hav_employed,employed,retired,looking_work,unemployed,part_time,household_size,hav_kids,kids,yes_kids,hav_married,married,levels_usage_Facebook,levels_usage_Instagram,levels_usage_Twitter,levels_usage_socialmedia,ag_levels_usage_socialmedia,socialmedia_user,pct_covid_hh_income_change,CV_donate_no,tot_yes,tot_no,prop_CV_donate_yes_full,tot_yes_certain,tot_no_certain,prop_CV_donate_yes_certain,CV_donate_pos
1460,38.032104,-78.488998,R_2ffCHOF0vPBzCme,305,1,1,0,0,1,50,0,0,0,1,0,0,0,0,0,0,1,0,0,175,0,0,0,0,0,0,1,0,0,0,1,1,1,1,33,1,0,1,0,0,Non-Hawai'i Res.,1,325746944,417089.56,10005,,,,,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,,,0,0,0,0,0,,1,1,2,0,1,0,0,2,1,1,0,0,0,0,100,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,50,1,1,50,,0,0,0,1,1,0,0,0,0,"2,4,6",0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,"1,3,6",1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,4,1,2,1,1,0,7,6,6,7,5,1,0,0,46,65,.41441441,40,65,.38095239,1
724,40.646896,-73.934402,R_2o96tD01OB1luBX,150,1,1,0,0,1,40,0,0,1,0,0,0,0,0,0,0,1,0,0,42.5,0,0,1,0,0,0,0,0,1,0,0,1,1,1,33,1,0,1,0,0,Non-Hawai'i Res.,1,325746944,417089.56,11967,,,,,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,,,0,0,0,0,0,,1,1,2,0,1,0,0,1,0,0,0,,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,50,1,1,50,,0,0,0,1,1,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,6,1,0,0,1,0,4,4,5,5,3,1,0,0,46,65,.41441441,40,65,.38095239,1
1325,39.187607,-78.185699,R_vrknxUgsb53UuXv,549,1,1,0,0,1,70,0,0,0,0,0,1,0,0,0,0,0,1,0,42.5,0,0,1,0,0,0,0,0,1,0,0,1,1,1,48,1,0,0,0,1,Non-Hawai'i Res.,1,325746944,417089.56,22602,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,0,0,0,0,0,,1,0,1,1,0,0,0,1,0,0,0,,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1,1,0,,1,0,0,0,0,0,0,0,1,"3,4,5,7",0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,4,1,0,0,1,0,5,1,1,5,3,1,0,1,46,65,.41441441,40,65,.38095239,0
2595,36.008804,-87.954697,R_3qeAqE8m4Mq2ncp,607,1,0,1,0,1,80,0,0,0,0,0,0,1,1,0,0,0,1,0,25,1,0,0,0,0,0,0,0,1,0,0,1,1,1,44,1,0,0,0,1,Non-Hawai'i Res.,1,325746944,417089.56,37101,,,,,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,,5,0,0,1,0,0,,1,0,1,1,0,0,0,1,0,0,0,,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1,1,0,,1,0,0,0,0,0,0,0,0,"3,4,7",0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,7,1,1,7,5,1,0,1,46,65,.41441441,40,65,.38095239,0
907,42.968506,-78.749199,R_Qhs5agzMXb4XqCd,268,1,1,0,0,1,40,0,0,1,0,0,0,0,0,0,0,1,0,0,175,0,0,0,0,0,0,1,0,0,0,1,1,1,1,33,1,0,1,0,0,Non-Hawai'i Res.,1,325746944,417089.56,10021,,,,,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,,,0,0,0,0,0,,1,0,1,1,0,0,0,2,1,1,0,0,0,0,1000,1,0,0,2017,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,50,1,1,50,,0,0,1,1,1,0,0,0,0,"1,2,3,4",1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,"1,2,3,4,5",1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,4,1,2,1,1,0,6,6,6,6,4,1,90,0,46,65,.41441441,40,65,.38095239,1
1795,21.298203,-157.84441,R_3gZ9PUXoIpOWVTb,974,1,0,1,0,1,30,0,1,0,0,0,0,0,0,0,1,0,0,0,87.5,0,0,0,0,1,0,0,0,0,1,0,1,1,1,12,1,1,0,0,0,Hawai'i Res.,2,1420491,5704.7832,96814,,,,,,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,,,0,0,0,0,0,2,1,1,3,0,0,1,0,1,0,0,0,,0,0,0,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,50,1,1,0,,1,0,0,1,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,2,1,0,0,1,0,6,7,5,7,5,1,-10,1,46,65,.41441441,40,65,.38095239,0
1108,41.510193,-87.740601,R_b2b7eqvxIWBZfPP,266,1,0,1,0,1,60,0,0,0,0,1,0,0,0,0,0,0,1,0,42.5,0,0,1,0,0,0,0,0,1,0,0,1,1,1,14,1,0,0,1,0,Non-Hawai'i Res.,1,325746944,417089.56,60471,,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,,,0,0,0,0,0,,1,0,1,1,0,0,0,1,0,0,0,,0,0,0,0,1,0,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,1,1,0,,1,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,4,1,0,0,1,0,7,7,7,7,5,1,-37.5,1,46,65,.41441441,40,65,.38095239,0
3996,27.777603,-97.428497,R_2WHjZfJ4OSHmT8T,472,1,0,1,0,1,60,0,0,0,0,1,0,0,0,0,0,0,1,0,42.5,0,0,1,0,0,0,0,0,1,0,0,1,1,1,45,1,0,0,0,1,Non-Hawai'i Res.,1,325746944,417089.56,78408,,,,,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,,,0,0,0,0,0,,1,1,3,0,0,1,0,2,1,1,0,0,0,0,100,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,50,1,1,50,,0,0,0,1,1,0,0,0,0,"2,3,4,7",0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,"1,2,3,4",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,5,1,1,1,1,0,2,5,3,5,3,1,-22.5,0,46,65,.41441441,40,65,.38095239,1
1628,39.714203,-84.130898,R_3MxpnRxcrP3nlcr,610,1,0,1,0,1,70,0,0,0,0,0,1,0,0,0,0,0,1,0,25,1,0,0,0,0,0,0,0,1,0,0,1,1,1,36,1,0,0,1,0,Non-Hawai'i Res.,1,325746944,417089.56,45420,,,,,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,,2,1,0,0,0,0,,1,1,2,0,1,0,0,1,0,0,0,,0,0,0,0,1,0,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,1,1,0,,1,0,0,1,0,1,0,0,1,"1,3,4,7",1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,6,1,1,6,4,1,0,1,46,65,.41441441,40,65,.38095239,0
1823,21.497101,-158.0419,R_21tW5amFOw7F96R,594,1,1,0,0,1,70,0,0,0,0,0,1,0,0,0,0,0,1,0,87.5,0,0,0,0,1,0,0,0,0,1,0,1,1,1,12,1,1,0,0,0,Hawai'i Res.,2,1420491,5704.7832,96789,,,,,,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,,,0,0,0,0,0,2,1,0,1,1,0,0,0,1,0,0,0,,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,50,1,0,0,,0,0,0,1,0,1,0,0,0,"1,2",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,2,1,0,0,1,0,1,1,1,1,1,0,0,1,46,65,.41441441,40,65,.38095239,0
1382,37.110001,-76.511497,R_1mqrRSQWO836hew,563,1,0,1,0,1,60,0,0,0,0,1,0,0,0,0,0,0,1,0,87.5,0,0,0,0,1,0,0,0,0,1,0,1,1,1,48,1,0,0,0,1,Non-Hawai'i Res.,1,325746944,417089.56,23602,,,,,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,,,0,0,0,0,0,,1,0,1,1,0,0,0,1,0,0,0,,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1,1,0,,1,0,0,1,0,1,0,0,1,"1,3,4,7",1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,6,1,2,1,1,0,7,1,1,7,5,1,0,1,46,65,.41441441,40,65,.38095239,0
4289,21.4254,-157.8138,R_1LzpPd3CfIR6Mvp,789,1,0,1,0,1,60,0,0,0,0,1,0,0,0,0,0,0,1,0,125,0,0,0,0,0,1,0,0,0,0,1,1,1,1,12,1,1,0,0,0,Hawai'i Res.,2,1420491,5704.7832,96734,,,,,,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,,,0,0,0,0,0,2,1,0,1,1,0,0,0,1,0,0,0,,0,0,0,0,1,0,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,50,1,1,0,,1,0,0,1,1,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,2,1,0,0,1,0,7,1,1,7,5,1,37.5,1,46,65,.41441441,40,65,.38095239,0
1691,39.688202,-76.049202,R_2dELzLk1o5eU7FJ,462,1,0,1,0,1,70,0,0,0,0,0,1,0,0,0,0,0,1,0,87.5,0,0,0,0,1,0,0,0,0,1,0,1,1,1,21,1,0,0,0,1,Non-Hawai'i Res.,1,325746944,417089.56,21911,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,0,0,1,0,0,,1,0,1,1,0,0,0,1,0,0,0,,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1,1,0,,0,1,0,1,0,1,0,0,0,"3,4",0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,2,1,0,0,1,0,5,1,1,5,3,1,-37.5,1,46,65,.41441441,40,65,.38095239,0
1200,31.346603,-94.830399,R_1Fu0QnYbVpqpnHa,316,1,1,0,0,1,80,0,0,0,0,0,0,1,1,0,0,0,1,0,30,0,1,0,0,0,0,0,0,1,0,0,1,1,1,45,1,0,0,0,1,Non-Hawai'i Res.,1,325746944,417089.56,75901,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,1,0,0,0,0,,1,1,2,0,1,0,0,1,0,0,0,,0,0,0,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1,1,0,,1,0,0,0,0,0,0,0,1,"1,3,4",1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,0,1,46,65,.41441441,40,65,.38095239,0
664,21.408005,-157.97031,R_2ALMN5ggNvMKyBI,47,1,1,0,0,1,50,0,0,0,1,0,0,0,0,0,0,1,0,0,25,1,0,0,0,0,0,0,0,1,0,0,1,1,1,12,1,1,0,0,0,Hawai'i Res.,2,1420491,5704.7832,96782,,,,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,2,1,1,4,0,0,0,1,1,0,0,0,,0,0,0,0,0,1,,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,50,1,1,0,,1,0,0,0,0,0,1,0,1,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,3,1,0,0,1,0,2,1,1,2,2,1,0,1,46,65,.41441441,40,65,.38095239,0
999,44.983398,-93.262199,R_2zkVc9D7Tcd3u1O,304,1,0,1,0,1,30,0,1,0,0,0,0,0,0,0,1,0,0,0,25,1,0,0,0,0,0,0,0,1,0,0,1,1,1,28,1,0,0,1,0,Non-Hawai'i Res.,1,325746944,417089.56,68410,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,0,0,1,0,0,,1,0,1,1,0,0,0,1,0,0,0,,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1,1,0,,1,0,0,1,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,6,1,4,1,1,0,6,1,1,6,4,1,52.5,1,46,65,.41441441,40,65,.38095239,0
887,33.387405,-112.0998,R_1d9UHj5iS9gUswJ,487,1,0,1,0,1,70,0,0,0,0,0,1,0,0,0,0,0,1,0,62.5,0,0,0,1,0,0,0,0,0,1,0,1,1,1,3,1,1,0,0,0,Non-Hawai'i Res.,1,325746944,417089.56,85123,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,0,0,1,0,0,,1,1,2,0,1,0,0,1,0,0,0,,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1,1,0,,1,0,0,1,1,0,0,0,0,"3,4",0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,2,1,0,0,1,0,5,1,1,5,3,1,0,1,46,65,.41441441,40,65,.38095239,0
1293,41.018799,-81.617401,R_voRfwmI5xiXPDdn,670,1,0,1,0,1,30,0,1,0,0,0,0,0,0,0,1,0,0,0,25,1,0,0,0,0,0,0,0,1,0,0,1,1,1,4,1,0,0,0,1,Non-Hawai'i Res.,1,325746944,417089.56,72653,,,,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,,1,1,0,0,0,0,,1,0,1,1,0,0,0,1,0,0,0,,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,1,1,50,,0,0,0,1,1,0,0,0,0,"1,3,4,5,7",1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,3,1,1,1,1,0,5,1,1,5,3,1,0,0,46,65,.41441441,40,65,.38095239,1
974,20.842697,-156.33301,R_2dtiZ06Gjf0rjAi,960,1,0,1,0,1,70,0,0,0,0,0,1,0,0,0,0,0,1,0,25,1,0,0,0,0,0,0,0,1,0,0,1,1,1,12,1,1,0,0,0,Hawai'i Res.,2,1420491,5704.7832,96708,,,,,,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,,,0,0,0,0,0,1,1,1,3,0,0,1,0,1,0,0,0,,0,0,0,0,1,0,,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,50,1,1,0,,1,0,1,1,0,1,0,0,1,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,7,1,1,7,5,1,0,1,46,65,.41441441,40,65,.38095239,0
780,39.738403,-75.665604,R_1ePGiSigAjPcfRV,286,1,1,0,0,1,40,0,0,1,0,0,0,0,0,0,0,1,0,0,62.5,0,0,0,1,0,0,0,0,0,1,0,1,1,1,39,1,0,1,0,0,Non-Hawai'i Res.,1,325746944,417089.56,19475,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,1,0,0,0,0,,1,1,2,0,1,0,0,1,0,0,0,,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1,1,0,,0,0,0,0,0,0,0,0,1,"1,2,3,4,5,6,7",1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,3,1,0,0,1,0,6,1,1,6,4,1,0,1,46,65,.41441441,40,65,.38095239,0
796,21.453506,-158.0193,R_2alC33GSLRJ8FwY,372,1,1,0,0,1,20,1,0,0,0,0,0,0,0,0,1,0,0,0,62.5,0,0,0,1,0,0,0,0,0,1,0,1,1,1,12,1,1,0,0,0,Hawai'i Res.,2,1420491,5704.7832,96789,,,,,,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,,,0,0,0,0,0,2,1,1,2,0,1,0,0,1,0,0,0,,0,0,0,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,50,1,1,50,,0,0,0,1,1,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,3,1,0,0,1,0,1,6,6,6,4,1,-22.5,0,46,65,.41441441,40,65,.38095239,1
2224,36.246704,-93.1054,R_1LGXZxnz657koGE,232,1,0,1,0,1,60,0,0,0,0,1,0,0,0,0,0,0,1,0,125,0,0,0,0,0,1,0,0,0,0,1,1,1,1,4,1,0,0,0,1,Non-Hawai'i Res.,1,325746944,417089.56,72070,,,,,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,,2,1,0,0,0,0,,1,1,3,0,0,1,0,1,0,0,0,,0,0,0,1,0,0,2005,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,50,1,1,0,,0,0,1,0,0,0,0,0,1,"1,3,4",1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,2,1,0,0,1,1,6,1,1,6,4,1,-10,1,46,65,.41441441,40,65,.38095239,0
967,40.350006,-75.911201,R_27OjqM4Hb8zeg1R,890,1,1,0,0,1,20,1,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,39,1,0,1,0,0,Non-Hawai'i Res.,1,325746944,417089.56,19607,,,,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,3,0,0,0,1,0,,1,0,1,1,0,0,0,1,0,0,0,,0,0,0,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,50,1,1,50,,0,0,0,1,1,0,0,0,0,"3,4,5,7",0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,4,1,1,1,1,0,1,3,3,3,2,1,-37.5,0,46,65,.41441441,40,65,.38095239,1
1210,32.788895,-96.802101,R_10Txno8qNJJhzmk,285,1,1,0,0,1,40,0,0,1,0,0,0,0,0,0,0,1,0,0,62.5,0,0,0,1,0,0,0,0,0,1,0,1,1,1,10,1,0,0,0,1,Non-Hawai'i Res.,1,325746944,417089.56,33222,,,,,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,,,0,0,0,0,0,,1,1,2,0,1,0,0,1,0,0,0,,0,0,0,1,0,0,2016,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,50,1,1,50,,0,0,0,1,1,0,0,0,0,"1,2,3,4,5,6,7",1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,"1,3,5,9,10,11",1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,3,1,1,1,1,0,5,5,6,6,4,1,10,0,46,65,.41441441,40,65,.38095239,1
